,Vendor Code,Company,County,City,Zip,Vendor_Address,lat,lon
341,56491,BAR/SCAN INC,Outside of LA County,WESTLAKE VILLAGE,91361,"4607  LAKEVIEW CANYON ROAD, , WESTLAKE VILLAGE, CA, 91361",34.1424411,-118.8207636
342,516751,CENTER FOR HEALTH CARE RIGHTS,In LA County,LOS ANGELES,90010,"4601  WILSHIRE BLVD, LOS ANGELES, CA, 90010",34.062028,-118.329599
343,516751,CENTER FOR HEALTH CARE RIGHTS,In LA County,LOS ANGELES,90010,"4601  WILSHIRE BLVD, LOS ANGELES, CA, 90010",34.062028,-118.329599
344,111854,R.L. KLEIN & ASSOCIATES,In LA County,RLLNG HLS EST,90274,"46  PENINSULA CTR , RLLNG HLS EST, CA, 90274",,
345,111854,R.L. KLEIN & ASSOCIATES,In LA County,ROLLING HILLS ESTATES,90274,"46  E PENINSULA CENTER DR, ROLLING HILLS ESTATES, CA, 90274",,
346,8030,LITTLEJOHN REULAND CORP,In LA County,VERNON,90058,"4575  PACIFIC BLVD., VERNON, CA, 90058",34.0022764,-118.2253379
347,8030,LITTLEJOHN REULAND CORP,In LA County,VERNON,90058,"4575  PACIFIC BLVD, VERNON, CA, 90058",34.0022764,-118.2253379
348,42545,PJ HILTON & ASSOCIATES,In LA County,SAN DIMAS,91773,"457  WEST ALLEN AVE , SAN DIMAS, CA, 91773",34.1176464,-117.8150509
349,161728,GEO-ADVANTEC INC,In LA County,SAN DIMAS,91773,"457  W ALLEN AVE , SAN DIMAS, CA, 91773",34.1176464,-117.8150509
350,506335,LEE DIBLOSI,In LA County,MANHATTAN BEACH,90266,"457  31ST STREET, MANHATTAN BEACH, CA, 90266",33.8980839,-118.4139323
351,169227,LINDA R GATSON-WARD,In LA County,LOS ANGELES,90008,"4569  DON DIEGO DR, LOS ANGELES, CA, 90008",34.0076264,-118.3547187
352,154408,"GERONIMO CONCRETE, INC",In LA County,LOS ANGELES,90032,"4560  HUNTINGTON DR N, LOS ANGELES, CA, 90032",34.0852385,-118.1892254
353,101336,ATHENA ENGINEERING INC.,In LA County,SAN DIMAS,91773,"456  EAST FOOTHILL BOULEVARD, SAN DIMAS, CA, 91773",34.1231468,-117.7987319
354,180965,"NR DEVELOPMENT, INC.",Outside of LA County,FONTANA,92336,"4559  FOXBOROUGH DR, FONTANA, CA, 92336",34.1704088,-117.4835058
355,179157,WENGER FURNITURE AND APPLIANCES CO,In LA County,LOS ANGELES,90022,"4552  WHITTIER BLVD, LOS ANGELES, CA, 90022",34.0228534,-118.1693114
356,172781,SOUTHERN CALIFORNIA FLAGPOLE COMPANY INC,In LA County,LOS ANGELES,90041,"4551  YORK BLVD, LOS ANGELES, CA, 90041",34.123497,-118.216996
357,185197,LUMOS TRANSFORMS,In LA County,LOS ANGELES,90042,"454  N AVENUE 56 , LOS ANGELES, CA, 90042",34.1181061,-118.1970544
358,183044,GAMES ON WHEELZ,In LA County,LOS ANGELES,90013,"453  S SPRING ST , LOS ANGELES, CA, 90013",34.0481177,-118.2490727
359,170720,CLC PUBLICIDAD,In LA County,SHERMAN OAKS,91423,"4528  , SHERMAN OAKS, CA, 91423",34.1528515,-118.4691805
360,60698,SOURCE PROMOTIONS INC,In LA County,STUDIO CITY,91604,"4526  COLDWATER CANYON AVE, STUDIO CITY, CA, 91604",34.153111,-118.413675
361,200296,EQUIPMENT CONNECTION INC,In LA County,LANCASTER,93536,"45259  23RD ST W, LANCASTER, CA, 93536",34.7051885,-118.1716476
362,160245,AMAZING BALLOONS BY GEE,In LA County,HAWTHORNE,90250,"4516  W. BROADWAY AVE., HAWTHORNE, CA, 90250",,
363,170136,PATRICIA SONTAG,In LA County,LAKEWOOD,90713,"4513  NIPOMO AVENUE, LAKEWOOD, CA, 90713",33.8398585,-118.1017679
364,100045,CHOYASSOCIATES,In LA County,LAWNDALE,90260,"4511  W. 171ST STREET, LAWNDALE, CA, 90260",33.8757868,-118.3551841
365,179797,ALAS MEDIA,In LA County,SAN FERNANDO,91340,"451  S BRAND BLVD, SAN FERNANDO, CA, 91340",34.280036,-118.442262
366,212510,EAST LOS TACOS,In LA County,LOS ANGELES,90022,"4500  E CESAR E CHAVEZ AVE, LOS ANGELES, CA, 90022",34.040337,-118.1689966
367,211460,"PAT V MACK, INC",Out of State,ST PETERSBURG,33701,"450  8TH AVE SE, ST PETERSBURG, CA, 33701",,
368,160695,PAVING THE WAY FOUNDATION,In LA County,LANCASTER,93534,"44818  FERN AVE, LANCASTER, CA, 93534",34.6961437,-118.1441882
369,189473,SALT LANDSCAPE ARCHITECTS INC,In LA County,LOS ANGELES,90013,"448  S HILL ST , LOS ANGELES, CA, 90013",34.0494608,-118.2510126
370,191269,LOST ANGELS CHILDREN'S PROJECT,In LA County,LANCASTER,93534,"44528  BEECH AVE, LANCASTER, CA, 93534",34.6914921,-118.1370801
371,111179,PEERLESS MATERIALS COMPANY,In LA County,VERNON,90058,"4442  E 26TH STREET, VERNON, CA, 90058",34.0028373,-118.1802315
372,111179,PEERLESS MATERIALS COMPANY,In LA County,VERNON,90058,"4442  E 26TH ST, VERNON, CA, 90058",34.0028373,-118.1802315
373,63235,"ANIL VERMA ASSOCIATES, INC.",In LA County,LOS ANGELES,90071,"444  S. FLOWER ST., , LOS ANGELES, CA, 90071",34.05124,-118.255221
374,186151,"MOZAIC MEDIA & COMMUNICATIONS, INC.",In LA County,LOS ANGELES,90071,"444  S FLOWER ST, LOS ANGELES, CA, 90071",34.05124,-118.255221
375,211040,"WILLIAM SCHAEFER CONSTRUCTION, INC.",In LA County,LANCASTER,93535,"44391  STANRIDGE AVE, LANCASTER, CA, 93535",34.6890375,-118.1275495
376,195787,NATIONAL WILDFIRE PROTECTION SERVICE LLC,In LA County,LANCASTER,93535,"44218  GILLAN AVE, LANCASTER, CA, 93535",34.6864556,-118.1117003
377,186979,GOURMET PAPER PLATES,In LA County,LANCASTER,93534,"44214  HEATON AVE, LANCASTER, CA, 93534",34.6860881,-118.1452382
378,131116,DOWNTOWN WOMEN'S CENTER,In LA County,LOS ANGELES,90013,"442  S SAN PEDRO ST, LOS ANGELES, CA, 90013",34.0447431,-118.2434571
379,200017,"360 MEDICAL, LLC.",In LA County,SAN DIMAS,91773,"441  W ALLEN AVE , SAN DIMAS, CA, 91773",34.117646,-117.814857
380,207787,"THILLERY GROUP, LLC",In LA County,LANCASTER,93535,"43928  FALLON DR, LANCASTER, CA, 93535",34.6811517,-118.1017106
381,141782,EAST LA WHOLESALE ELECTRIC,In LA County,LOS ANGELES,90023,"4385  EAST OLYMPIC BLVD, LOS ANGELES, CA, 90023",34.0188141,-118.1792044
382,167201,"COMPATIOR, INC.",In LA County,SOUTH GATE,90280,"4363  TWEEDY BLVD, SOUTH GATE, CA, 90280",33.9431485,-118.1952344
383,146436,HUB CITIES CAREER CENTER,In LA County,SOUTH GATE,90280,"4354  TWEEDY BLVD, SOUTH GATE, CA, 90280",33.9428204,-118.1953925
384,133842,INSTANT INFOSYSTEMS,In LA County,REDONDO BEACH,90277,"435  N PACIFIC COAST HWY , REDONDO BEACH, CA, 90277",33.84866,-118.3887159
385,515464,"COMMUNITY HEALTH COUNCILS, INC",In LA County,LOS ANGELES,90018,"4335  W ADAMS BLVD, LOS ANGELES, CA, 90018",34.0325028,-118.3333436
386,515464,"COMMUNITY HEALTH COUNCILS, INC",In LA County,LOS ANGELES,90018,"4335  W ADAMS BLVD, LOS ANGELES, CA, 90018",34.0325028,-118.3333436
387,515464,"COMMUNITY HEALTH COUNCILS, INC",In LA County,LOS ANGELES,90018,"4335  W ADAMS BLVD, LOS ANGELES, CA, 90018",34.0325028,-118.3333436
388,161846,NLESYSTEMS INC,In LA County,GLENDALE,91204,"433  W. COLORADO ST, GLENDALE, CA, 91204",34.1426127,-118.2620908
389,152921,ELEVATORS ETC,In LA County,LOS ANGELES,90022,"4327  E CESAR CHAVEZ AVE, LOS ANGELES, CA, 90022",,
390,123762,OCEAN SIDE HOME HEALTH  SERVICES INC,In LA County,LOS ANGELES,90010,"4322  WILSHIRE BOULEVARD, , LOS ANGELES, CA, 90010",34.0617119,-118.3220868
391,7544,WESTERN TRUCK EXCHANGE,In LA County,LOS ANGELES,90003,"432  W. MANCHESTER AVE., LOS ANGELES, CA, 90003",33.9597739,-118.2815554
392,115404,SELBERT PERKINS DESIGN,In LA County,PLAYA DEL REY,90293,"432  CULVER BLVD, PLAYA DEL REY, CA, 90293",33.9611864,-118.4450978
393,504652,GARVEY EQUIPMENT COMPANY,In LA County,SAN GABRIEL,91776,"430  S PINE ST, SAN GABRIEL, CA, 91776",34.0756578,-118.0917897
394,155173,"JLEE ENGINEERING, INC",In LA County,ALHAMBRA,91801,"430  S GARFIELD AVE , ALHAMBRA, CA, 91801",34.0902901,-118.1232104
395,103548,THREE D PLASTICS INC,In LA County,BURBANK,91502,"430  N. VARNEY ST., BURBANK, CA, 91502",34.1801071,-118.3164633
396,130335,SPADARO ENTERPRISES INC,In LA County,LANCASTER,93534,"42612  8TH ST W, LANCASTER, CA, 93534",34.6571274,-118.1453958
397,201425,MICHAEL NOBLEZA,In LA County,INGLEWOOD,90301,"426  W OLIVE ST, INGLEWOOD, CA, 90301",33.960743,-118.362937
398,511218,ECONO WEST INC,In LA County,LANCASTER,93534,"42332  1/2 10TH ST W, LANCASTER, CA, 93534",,
399,208450,NOEMY MACIEL,Outside of LA County,ONTARIO,91761,"422  S LEMON AVE, ONTARIO, CA, 91761",34.0597445,-117.6496763
400,214899,BLUETEK UNLIMITED LLC,In LA County,BALDWIN PARK,91706,"4219  ALDERSON AVE, BALDWIN PARK, CA, 91706",34.0896441,-117.9548741
401,207237,GALPH ENTERPRISES,In LA County,BURBANK,91505,"4211  W TOLUCA LAKE LN, BURBANK, CA, 91505",34.1476445,-118.3444941
402,183677,"IMAGEN, INC",In LA County,GLENDORA,91740,"421  E ROUTE 66, GLENDORA, CA, 91740",34.1292021,-117.8594054
403,165378,"R&K MEDICAL, INC",In LA County,GLENDALE,91204,"4205  SAN FERNANDO RD, GLENDALE, CA, 91204",34.129975,-118.260667
404,113065,"A-1 ELECTRIC SERVICE CO., INC.",In LA County,CULVER  CITY,90230,"4204  SO. SEPULVEDA BL., CULVER  CITY, CA, 90230",,
405,173398,ECONOMY TREE CARE,In LA County,LONG BEACH,90807,"4201  LONG BEACH BLVD, , LONG BEACH, CA, 90807",33.834627,-118.189488
406,186683,PLACE AND PAGE LLC,In LA County,LOS ANGELES,90031,"420  W AVENUE 33, LOS ANGELES, CA, 90031",34.0837841,-118.2169217
407,41089,UNITED RIGGERS & ERECTORS INC.,In LA County,WALNUT,91789,"4188  VALLEY BLVD., WALNUT, CA, 91789",34.0077765,-117.8624807
408,41089,UNITED RIGGERS & ERECTORS INC.,In LA County,WALNUT,91789,"4188  VALLEY BLVD., WALNUT, CA, 91789",34.0077765,-117.8624807
409,155842,FIRST CLASS PLUMBING CO,Outside of LA County,THREE RIVERS,93271,"41804  SIERRA DR, THREE RIVERS, CA, 93271",36.4372771,-118.9055165
410,521832,CITY TERRACE SERVICE INC,In LA County,LOS ANGELES,90063,"4167  WHITESIDE ST, LOS ANGELES, CA, 90063",34.0605415,-118.1775441
411,203080,US2U SERVICES,In LA County,QUARTZ HILL,93536,"41545  YANCEY LN, QUARTZ HILL, CA, 93536",34.6371783,-118.2215423
412,193760,CLEO WARE AND BRANDI BUTLER,In LA County,QUARTZ HILL,93536,"41545  YANCEY LN, QUARTZ HILL, CA, 93536",34.6371783,-118.2215423
413,506313,DIESELTRON INC,In LA County,LOS ANGELES,90023,"4150  E. WASHINGTON BLVD., LOS ANGELES, CA, 90023",34.0093019,-118.1865383
414,126335,"PARTY PRONTO, INC.",In LA County,ARCADIA,91006,"4131  LIVE OAK AVENUE, ARCADIA, CA, 91006",34.109878,-118.013592
415,131302,CALLOR SALES,In LA County,HACIENDA HEIGHTS,91745,"4125  NOVEL COURT, HACIENDA HEIGHTS, CA, 91745",33.9775504,-117.9873915
416,171983,"AAA ATTORNEY SERVICES II, INC",Outside of LA County,ORANGE,92869,"4122  E. CHAPMAN AVE, , ORANGE, CA, 92869",33.7876733,-117.8091556
417,161778,"STUDENTNEST, INC.",In LA County,GLENDALE,91203,"411  N CENTRAL AVE, GLENDALE, CA, 91203",34.1525695,-118.2584252
418,131930,"CALVADA SURVEYING, INC.",Outside of LA County,CORONA,92880,"411  JENKS CIRCLE, , CORONA, CA, 92880",33.8907026,-117.5939657
419,210911,GOMEZ IT SERVICES,In LA County,PALMDALE,93551,"41021  RIVEROCK LN, PALMDALE, CA, 93551",34.6268195,-118.2157562
420,205701,"WORLD FOOD BANK, KITCHEN, AND URBAN FARM",In LA County,LOS ANGELES,90020,"410  S VAN NESS AVE, LOS ANGELES, CA, 90020",34.066857,-118.3150433
421,205701,"WORLD FOOD BANK, KITCHEN, AND URBAN FARM",In LA County,LOS ANGELES,90020,"410  S VAN NESS AVE, LOS ANGELES, CA, 90020",34.066857,-118.3150433
422,200253,ANTELOPE VALLEY COMMUNITY UPLIFT FOUNDATION,In LA County,LANCASTER,93535,"410  E AVENUE K12, LANCASTER, CA, 93535",,
423,153725,ALFRED R MERCADO,Outside of LA County,ONTARIO,91761,"4091  S WILDFLAX PASEO, ONTARIO, CA, 91761",,
424,203526,RACAIA INC.,In LA County,LOS ANGELES,90015,"409  W OLYMPIC BLVD, LOS ANGELES, CA, 90015",34.042775,-118.2596436
425,151808,ANTELOPE VALLEY PARTNERS FOR HEALTH,In LA County,LANCASTER,93536,"4083  W AVENUE L PMB 370, LANCASTER, CA, 93536",,
426,151808,ANTELOPE VALLEY PARTNERS FOR HEALTH,In LA County,LANCASTER,93536,"4083  W AVENUE L PMB 370, LANCASTER, CA, 93536",,
427,100913,DONALD R STULL,In LA County,LANCASTER,93536,"4083  W AVENUE L PMB 232, LANCASTER, CA, 93536",,
428,529089,JULIE MITCHELL,In LA County,SAN DIMAS,91773,"408  S. DARWOOD AVE., SAN DIMAS, CA, 91773",34.1022102,-117.8367157
429,199351,WOULD WORKS,In LA County,LOS ANGELES,90015,"407  E PICO BLVD, LOS ANGELES, CA, 90015",34.034468,-118.256873
430,199351,WOULD WORKS,In LA County,LOS ANGELES,90015,"407  E PICO BLVD, LOS ANGELES, CA, 90015",34.034468,-118.256873
431,205533,WLG INC,In LA County,PALMDALE,93551,"40437  10TH ST W, PALMDALE, CA, 93551",34.617129,-118.1478462
432,205551,LUV N' POPCORN LLC,In LA County,PALMDALE,93591,"40107  RONAR ST, PALMDALE, CA, 93591",,
433,193708,CERTIFIED SAFE DRIVER INC.,In LA County,WALNUT,91789,"4000  E VALLEY BLVD , WALNUT, CA, 91789",,
434,159340,"BUDLONG & ASSOCIATES, INC.",Outside of LA County,CAMARILLO,93010,"400  W VENTURA BLVD , CAMARILLO, CA, 93010",34.2159108,-119.0858912
435,167247,ARISE HOSPITALITY SOLUTIONS LLC,In LA County,PASADENA,91107,"40  NORTH ALTADENA DRIVE, PASADENA, CA, 91107",34.1466804,-118.0985573
436,167247,ARISE HOSPITALITY SOLUTIONS LLC,In LA County,PASADENA,91107,"40  NORTH ALTADENA DRIVE, PASADENA, CA, 91107",34.1466804,-118.0985573
437,187285,"EARTHCHEM INDUSTRIAL SUPPLY, LLC",Outside of LA County,HEMET,92543,"39789  VISTA RD, HEMET, CA, 92543",,
438,136905,SERVICON SYSTEMS INC,In LA County,CULVER CITY,90232,"3965  LANDMARK ST, CULVER CITY, CA, 90232",34.0266542,-118.3862847
439,136905,SERVICON SYSTEMS INC,In LA County,CULVER CITY,90232,"3965  LANDMARK ST, CULVER CITY, CA, 90232",34.0266542,-118.3862847
440,213734,CASKIE GOODS LLC,In LA County,WALNUT,91789,"3950  VALLEY BLVD , WALNUT, CA, 91789",34.0341586,-117.8249231
441,200663,S3DVBE,Outside of LA County,EL DORADO HLS,95762,"3941  PARK DR , EL DORADO HLS, CA, 95762",38.6552202,-121.0696722
442,169056,MICHEL A KOZAK,In LA County,STUDIO CITY,91604,"3940  LAUREL CANYON BLVD., STUDIO CITY, CA, 91604",34.1420713,-118.3945953
443,180133,P AND S SCAFFOLD SERVICES INC,In LA County,LONG BEACH,90807,"3939  ATLANTIC AVE, LONG BEACH, CA, 90807",33.8296828,-118.1850978
444,18841,"NATIONAL EMBLEM, INC.",In LA County,LONG BEACH,90810,"3925  E. VERNON ST., LONG BEACH, CA, 90810",33.8034885,-118.1905628
445,113464,PLUMBERS DEPOT INC,In LA County,HAWTHORNE,90250,"3921  W. 139TH ST., HAWTHORNE, CA, 90250",33.9056508,-118.342205
446,186684,CICERO BROTHERS ENTERPRISES LLC,In LA County,WALNUT,91789,"3920  VALLEY BLVD , WALNUT, CA, 91789",34.0341403,-117.8249301
447,107027,CONSOLIDATED MECHANICAL AIR CONDITIONING & HEATING INC,In LA County,PASADENA,91107,"3848  E COLORADO BLVD , PASADENA, CA, 91107",34.1461785,-118.0867973
448,107027,CONSOLIDATED MECHANICAL AIR CONDITIONING & HEATING INC,In LA County,PASADENA,91107,"3848  E COLORADO BLVD, PASADENA, CA, 91107",34.1461785,-118.0867973
449,214114,LA PIPE & SUPPLY INC,In LA County,WALNUT,91789,"382  N LEMON AVE , WALNUT, CA, 91789",34.0208353,-117.866237
450,100130,CALIFORNIA ARBOR CARE INC,In LA County,POMONA,91766,"3770  E. GRAND AVENUE, POMONA, CA, 91766",34.0485178,-117.7217425
451,160430,SISTAHFRIENDS,In LA County,LOS ANGELES,90008,"3756  SANTA ROSALIA DR , LOS ANGELES, CA, 90008",34.0088131,-118.3389508
452,163982,TURNING POINT ALCOHOL & DRUG EDUCATION PROGRAM INC,In LA County,LOS ANGELES,90008,"3756  SANTA ROSALIA DR , LOS ANGELES, CA, 90008",34.0088131,-118.3389508
453,160430,SISTAHFRIENDS,In LA County,LOS ANGELES,90008,"3756  SANTA ROSALIA DR, LOS ANGELES, CA, 90008",34.0088131,-118.3389508
454,142763,"HIGH DENSITY, INC.",In LA County,LONG BEACH,90814,"375  REDONDO AVE , LONG BEACH, CA, 90814",33.7708733,-118.1527202
455,117286,EPIDAURUS,In LA County,LOS ANGELES,90007,"3745  SOUTH GRAND AVENUE, LOS ANGELES, CA, 90007",34.0159793,-118.2789222
456,140533,RADIOWAVE MARKETING & PROMOTIONS,In LA County,LOS ANGELES,90066,"3740  MOORE STREET, LOS ANGELES, CA, 90066",34.0020223,-118.4416823
457,509772,INDUSTRIAL SPECIALTY PRODUCTS,In LA County,PICO RIVERA,90660,"3731 A SAN GABRIEL RIVER PKWY., PICO RIVERA, CA, 90660",34.0177975,-118.0542631
458,208813,JON A SCHULTZ,In LA County,LAKEWOOD,90712,"3730  INDUSTRY AVE, LAKEWOOD, CA, 90712",33.8250644,-118.1653324
459,501192,KOREATOWN YOUTH & COMMUNITY,In LA County,LOS ANGELES,90020,"3727  W 6TH ST , LOS ANGELES, CA, 90020",34.0639161,-118.3037415
460,199941,GUIDING PRINCIPLES TECHNOLOGY INC,In LA County,LONG BEACH,90807,"3711  LONG BEACH BLVD , LONG BEACH, CA, 90807",33.824327,-118.189445
461,513983,"E.W. MOON, INC.",In LA County,CULVER CITY,90232,"3710  SOUTH ROBERTSON BLVD, CULVER CITY, CA, 90232",,
462,201619,SOLA COMMUNITY PEACE CENTER,In LA County,LOS ANGELES,90007,"3651  S VERMONT AVE, LOS ANGELES, CA, 90007",34.0217927,-118.2916358
463,211478,KELLY POFAHL,In LA County,PALMDALE,93552,"36507  RODEO ST, PALMDALE, CA, 93552",34.5446263,-118.052815
464,163451,CSDA DESIGN GROUP INC,Outside of LA County,SAN FRANCISCO,94104,"364  BUSH ST FL 2, SAN FRANCISCO, CA, 94104",,
465,63138,CARD INTEGRATORS,Outside of LA County,LOS ALAMITOS,90720,"3625  SERPENTINE DR, LOS ALAMITOS, CA, 90720",33.8075752,-118.0702073
466,175859,VET NATIONAL INC,Outside of LA County,SANTA BARBARA,93105,"3621  STATE ST, SANTA BARBARA, CA, 93105",34.4403283,-119.7406392
467,160284,PACIFIC ENGINEERS GROUP,In LA County,LOS ANGELES,90068,"3611  CAHUENGA BLVD W FL 1, LOS ANGELES, CA, 90068",,
468,174723,US ROCK CORPORATION,In LA County,INGLEWOOD,90305,"3609  W. CHAPMAN LANE, INGLEWOOD, CA, 90305",33.9557226,-118.3329677
469,131235,A-PLUS SUPERIOR SANITATION,In LA County,ACTON,93510,"3601  SMITH AVE, ACTON, CA, 93510",34.4682,-118.195181
470,120288,"SIMPSON & SIMPSON MANAGEMENT CONSULTING, INC",In LA County,LOS ANGELES,90010,"3600  WILSHIRE BLVD , LOS ANGELES, CA, 90010",34.0622784,-118.2988969
471,190895,"EFFICIENT AIRE MECHANICAL, INC",In LA County,LOS ANGELES,90012,"360  E 2ND ST, LOS ANGELES, CA, 90012",34.0479225,-118.2400661
472,190895,"EFFICIENT AIRE MECHANICAL, INC",In LA County,LOS ANGELES,90012,"360  E 2ND ST, LOS ANGELES, CA, 90012",34.0479225,-118.2400661
473,506494,INSTITUTE FOR MULTICULTURAL,In LA County,LOS ANGELES,90010,"3580  WILSHIRE BLVD., , LOS ANGELES, CA, 90010",34.061646,-118.3029771
474,137040,FAITH AND COMMUNITY EMPOWERMENT,In LA County,LOS ANGELES,90010,"3550  WILSHIRE BLVD , LOS ANGELES, CA, 90010",34.061646,-118.302929
475,137040,FAITH AND COMMUNITY EMPOWERMENT,In LA County,LOS ANGELES,90010,"3550  WILSHIRE BLVD, LOS ANGELES, CA, 90010",34.061646,-118.302929
476,123400,"POWER-TECH ENGINEERS, INC.",In LA County,WALNUT,91789,"355  S. LEMON AVE., , WALNUT, CA, 91789",34.0208353,-117.866237
477,172309,"LOTUS USA, INC.",In LA County,LOS ANGELES,90071,"355  S GRAND AVE, LOS ANGELES, CA, 90071",34.0522001,-118.2527889
478,174665,PARTY PLANET SUPPLIES INC,In LA County,LOS ANGELES,90063,"3545  E 1ST ST, LOS ANGELES, CA, 90063",34.0360926,-118.1907193
479,511690,STEMAR EQUIPMENT SUPPLY,In LA County,LOS ANGELES,90013,"353  S CENTRAL AVE, LOS ANGELES, CA, 90013",34.0452365,-118.2397129
480,186797,SQUARE SIGNS LLC,In LA County,BURBANK,91505,"3520  W VALHALLA DR, BURBANK, CA, 91505",34.1897349,-118.3505548
481,112305,ASBESTOS INSTANT RESPONSE INC.,In LA County,LOS ANGELES,90018,"3517  W. WASHINGTON BLVD., LOS ANGELES, CA, 90018",34.0399775,-118.3227456
482,152423,TAYLOR FLAG & BANNER CO,In LA County,LONG BEACH,90808,"3508  KNOXVILLE AVE., LONG BEACH, CA, 90808",33.8205662,-118.1042684
483,149245,EXMED INC.,In LA County,BURBANK,91505,"3500  W OLIVE AVE, BURBANK, CA, 91505",34.1525465,-118.3379417
484,107413,JCE STRUCTURAL ENGINEERING GROUP INC,In LA County,PASADENA,91103,"35  HUGUS ALLEY , PASADENA, CA, 91103",34.146285,-118.1513371
485,172012,EVERPARK,In LA County,LOS ANGELES,90010,"3470  WILSHIRE BLVE , LOS ANGELES, CA, 90010",,
486,108271,"THE KULIT GROUP, INC.",In LA County,INGLEWOOD,90301,"347  W ARBOR VITAE ST, INGLEWOOD, CA, 90301",33.9527217,-118.3474298
487,167777,GUADALUPE RODRIGUEZ,In LA County,LOS ANGELES,90023,"3468  GARNET STREET, LOS ANGELES, CA, 90023",34.0223251,-118.2022753
488,151427,KAMBRIAN CORPORATION,In LA County,LA PUENTE,91744,"346  N AZUSA AVE, LA PUENTE, CA, 91744",34.0131712,-117.9229071
489,149561,TSG ENTERPRISES INC,In LA County,PASADENA,91107,"3452  E FOOTHILL BLVD, PASADENA, CA, 91107",34.1500445,-118.0787029
490,142649,ABCO DEVELOPMENT CORPORATION,In LA County,LOS ANGELES,90010,"3435  WILSHIRE BLVD , LOS ANGELES, CA, 90010",34.0618333,-118.2989835
491,59054,"L TECH NETWORK SERVICES, INC.",In LA County,COMMERCE,90040,"3424 A GARFIELD AVE, COMMERCE, CA, 90040",33.9808592,-118.1424964
492,160503,HORIZON MECHANICAL CONTRACTORS OF CALIFORNIA,In LA County,ACTON,93510,"34234  MOUNTAIN PL, ACTON, CA, 93510",,
493,104896,GOODWILL INDUSTRIES OF SOUTHERN CALIFORNIA,In LA County,LOS ANGELES,90031,"342  SAN FERNANDO RD, LOS ANGELES, CA, 90031",34.1207768,-118.2517791
494,104896,GOODWILL INDUSTRIES OF SOUTHERN CALIFORNIA,In LA County,LOS ANGELES,90031,"342  N SAN FERNANDO RD, LOS ANGELES, CA, 90031",34.0774377,-118.2230381
495,104896,GOODWILL INDUSTRIES OF SOUTHERN CALIFORNIA,In LA County,LOS ANGELES,91307,"342  N SAN FERNANDO RD, LOS ANGELES, CA, 91307",34.0774377,-118.2230381
496,188885,CAB COMMUNICATIONS,In LA County,MONTEBELLO,90640,"3417  W BEVERLY BLVD, MONTEBELLO, CA, 90640",34.024267,-118.1404256
497,209075,ERSEVON LLC,In LA County,LOS ANGELES,90034,"3415  S SEPULVEDA BLVD, LOS ANGELES, CA, 90034",34.0208782,-118.4233876
498,209075,ERSEVON LLC,In LA County,LOS ANGELES,90034,"3415  S SEPULVEDA BLVD, LOS ANGELES, CA, 90034",34.0208782,-118.4233876
499,192865,YOUTH N MOTION ACADEMY INCORPORATED,In LA County,LOS ANGELES,90008,"3403  W 43RD ST, LOS ANGELES, CA, 90008",34.0060672,-118.3316322
500,106358,AHR SIGNS INC,In LA County,LOS ANGELES,90065,"3400  N SAN FERNANDO RD, LOS ANGELES, CA, 90065",34.118326,-118.2494047
501,210885,360MEDIA83 L.L.C,Outside of LA County,SACRAMENTO,95825,"3400  COTTAGE WAY , SACRAMENTO, CA, 95825",38.603284,-121.383857
502,520245,P.A.T.H.,In LA County,LOS ANGELES,90004,"340  N MADISON AVE., LOS ANGELES, CA, 90004",34.0769268,-118.2890577
503,171989,"AF&S PRODUCTS & SERVICES, INC.",Outside of LA County,PALM DESERT,92211,"34  MARRICOPA CT., PALM DESERT, CA, 92211",,
504,189471,"KISBA CONTRACTING, INC.",Outside of LA County,ONTARIO,91764,"337  N VINEYARD AVE, ONTARIO, CA, 91764",34.0668606,-117.6115025
505,189085,HIGH PERFORMANCE MOBILE GAMING LLC,In LA County,LA VERNE,91750,"3355  N WHITE AVE, LA VERNE, CA, 91750",34.0900483,-117.7644595
506,512266,R.P. LAURAIN & ASSOCIATES,In LA County,LONG BEACH,90807,"3353  LINDEN AVENUE, , LONG BEACH, CA, 90807",33.8180465,-118.1861994
507,106326,MANAGED CAREER SOLUTIONS SOCIAL PURPOSE CORPORATION,In LA County,LOS ANGELES,90010,"3333  WILSHIRE BLVD., LOS ANGELES, CA, 90010",34.0618521,-118.2957208
508,178179,"LAUSD STUDENT HEALTH SERVICES SUPPORT FUND, INC.",In LA County,LOS ANGELES,90017,"333  S BEAUDRY AVE FL 29-205, LOS ANGELES, CA, 90017",,
509,208137,DYSON & WOMACK,In LA County,LOS ANGELES,90065,"3327  VERDUGO RD, LOS ANGELES, CA, 90065",34.1122578,-118.2359358
510,156870,LOS ANGELES METROPOLITAN CHURCHES,In LA County,LOS ANGELES,90011,"3320  S CENTRAL AVE, LOS ANGELES, CA, 90011",34.0134207,-118.2564117
511,123181,H&H JOBBING INC,In LA County,SANTA MONICA,90405,"3316  PICO BLVD, SANTA MONICA, CA, 90405",34.0270289,-118.4547225
512,44952,ENVIRONMENTAL ENGINEERING,In LA County,GLENDALE,91208,"3312  BARNES CIRCLE, GLENDALE, CA, 91208",34.1970601,-118.2414866
513,170394,MATTHEW GEIGER,In LA County,MONROVIA,91016,"331  W CHESTNUT AVE, MONROVIA, CA, 91016",34.142631,-118.0059739
